"nome","id","cidade","url","av","ap","pa","es","lat","long","nomeAux","endereco","localidade","cp","email","time","fone","recolhas"
"Intermarché Super S. João dos Montes","23988","S. João dos Montes","https://www.intermarche.pt/lojas/lisboa/08184-s-joao-dos-montes/","False","False","False","False","38.931757","-9.017034","Intermarché S. João dos Montes","Quinta da Cruz de Pau Pequeno","São João dos Montes","2600-772 Alhandra","pdv08184@mousquetaires.com","Todos os dias: 8h30 – 21h00 - ","219362610",FALSE
"Intermarché Super Sacavém","11281","Sacavém","https://www.intermarche.pt/lojas/lisboa/07989-sacavem/","True","False","True","False","38.7878095","-9.1057379","Intermarché Sacavém","Rua Cidade de Gôa, 22 - Edifício 2 C-D","Sacavém","2685-038","pdv07989@mousquetaires.com","Todos os dias: 9h00 às 21h00 - ","210534000",FALSE
"Intermarché Super Santa Iria Azoia","8890","Santa Iria Azoia","https://www.intermarche.pt/lojas/lisboa/07901-santa-iria-azoia/","True","False","True","True","38.851971","-9.075992","Intermarché Santa Iria Azoia","Rua Afonso de Albuquerque - Edifício Intermarché","Santa Iria Azoia","2690-340 Loures","pdv07901@mousquetaires.com","Todos os dias: 8h30 – 20h30 - ","219539630",FALSE
"Intermarché Contact Santo António dos Cavaleiros","8883","Santo António dos Cavaleiros","https://www.intermarche.pt/lojas/lisboa/07958-santo-antonio-dos-cavaleiros/","False","False","False","True","38.815543","-9.158848","Intermarché Santo António dos Cavaleiros","Rua Pedro Álvares Cabral, Lote 11","Parque Residencial do Almirante","2660-447 Santo António dos Cavaleiros","pdv07958@mousquetaires.com","Segunda a Domingo: 8h30 às 21h00 - ","219 899 510",FALSE
"Intermarché Super São João do Estoril","8888","São João do Estoril","https://www.intermarche.pt/lojas/lisboa/07625-sao-joao-do-estoril/","False","False","False","True","38.705273","-9.385672","Intermarché São João do Estoril","Rua Sacadura Cabral, 102","São João do Estoril","2765 - 553 Galiza","interestoril@gmail.com","Cafetaria: das 8h30 às 21h00 - Loja: das 9h00h às 21h00 - ","214666310",FALSE
"Intermarché Super Silveira","8897","Silveira","https://www.intermarche.pt/lojas/lisboa/04452-silveira/","True","False","True","False","39.10731","-9.365668","Intermarché Silveira","Rua Antonino Gomes","Silveira","2560-402 Torres vedras","geral.intersilveira@gmail.com","Segunda a Domingo: 8h30 às 21h00 - ","261930220",FALSE
"Intermarché Contact Sobral de Monte Agraço","8882","Sobral de Monte Agraço","https://www.intermarche.pt/lojas/lisboa/07964-sobral-de-monte-agraco/","False","False","False","False","39.026944","-9.144444","Intermarché Sobral de Monte Agraço","Casal da Espinheira - Zona Industrial, lote 4","Sobral de Monte Agraço","2590-057 Sobral de Monte Agraço","interagraco@gmail.com","Segunda a domingo: 9h00 – 20h30 (inverno) - Segunda a domingo: 9h00 – 21h00 (verão) - ","261940060",FALSE
"Intermarché Super Torres Vedras","8891","Torres Vedras","https://www.intermarche.pt/lojas/lisboa/01008-torres-vedras/","True","False","True","True","39.10225","-9.258861","Intermarché Torres Vedras","Rua Leonel Trindade, 14","Torres Vedras","2560-612 Torres Vedras","nilocontabilidade@gmail.com","Segunda a Domingo: 9h00 às 21h00 - ","261339970",FALSE
"Intermarché Super Vialonga","8892","Vialonga","https://www.intermarche.pt/lojas/lisboa/07573-vialonga/","True","False","True","False","38.87655","-9.069187","Intermarché Vialonga","Estrada dos Caniços - Cabo","Vialonga","2625-253 Vila Franca de Xira","pdv07573@mousquetaires.com","Todos os dias: 8h30 às 21h00 - ","219523722",FALSE
"Intermarché Super Vila Franca de Xira","8901","Vila Franca de Xira","https://www.intermarche.pt/lojas/lisboa/05469-vila-franca-de-xira/","True","False","True","False","38.966815","-8.982643","Intermarché Vila Franca de Xira","Pomar do Ribeiro de Baixo, EN1 - Povos","Vila Franca de Xira","2600-214 Vila Franca de Xira","pdv05469@mousquetaires.com","Todos os dias: 9h00 às 21h00 - ","263280740",FALSE
"Intermarché Contact Alter do Chão","63513","Alter do Chão","https://www.intermarche.pt/lojas/portalegre/09725-alter-do-chao/","False","False","True","False","39.189801","-7.655861","Intermarché Alter do Chão","Zona Industrial da Tapada do Largo Lote 9-A, Edifício Intermarché",NA,"7440-026 Alter do Chão","pdv09725@mousquetaires.com","Segunda a sábado: 9h00 às 20h00 - Domingo: 9h00 às 19h30 - ","245 249 230",FALSE
"Intermarché Contact Campo Maior","8123","Campo Maior","https://www.intermarche.pt/lojas/portalegre/08036-campo-maior/","False","False","False","True","39.016059","-7.073539","Intermarché Campo Maior","Fonte Nova - Edifício Intermarché","Campo Maior","7370-201 Campo Maior","pdv08036@mousquetaires.com","Segunda a Domingo: 8h30 – 21h00 - ","268689240",FALSE
"Intermarché Super Elvas","8119","Elvas","https://www.intermarche.pt/lojas/portalegre/07850-elvas/","True","True","True","True","38.875123","-7.180895","Intermarché Elvas","Sítio do Morgadinho","Elvas","7350-273 Elvas","PDV07850@mousquetaires.com","Segunda a Domingo: 08h30 às 21h00 - ","268637080",FALSE
"Intermarché Contact Nisa","8124","Nisa","https://www.intermarche.pt/lojas/portalegre/08070-nisa/","False","False","False","False","39.514498","-7.650874","Intermarché Nisa","Avenida D. Dinis","Nisa","6050-348 Nisa","pdv08070@mousquetaires.com","Inverno: 9h00 às 20h00 - Verão: 9h00 às 20h30 - ","245429166",FALSE
"Intermarché Super Ponte de Sor","8120","Ponte de Sor","https://www.intermarche.pt/lojas/portalegre/08164-ponte-de-sor/","True","False","True","False","39.244284","-8.021474","Intermarché Ponte de Sor","Hortas Novas do Domingão - EN 119","Ponte de Sor","7400-123 Ponte de Sor","pdv08164@mousquetaires.com","Todos os dias: 9h00 às 21h00 - ","242292030",FALSE
"Intermarché Super Portalegre","8121","Portalegre","https://www.intermarche.pt/lojas/portalegre/07058-portalegre/","True","False","True","True","39.276779","-7.429995","Intermarché Portalegre","Baldio Almagres","Portalegre","7300-526 Portalegre","inter-portalegre@sapo.pt","Segunda a Domingo: 8h30 – 21h00 - ","245307310",FALSE
"Intermarché Super Alfena","8905","Alfena","https://www.intermarche.pt/lojas/porto/10010-alfena/","False","False","False","False","41.238127","-8.532099","Intermarché Alfena","Rua Ciclo Preparatório, nº 200","Alfena","4445-067 Valongo","pdv10010@mousquetaires.com","Segunda a domingo: 9h00 às 21h00 - ","229682760",FALSE
"Intermarché Contact Alpendurada e Matos","8902","Alpendurada e Matos","https://www.intermarche.pt/lojas/porto/03945-alpendurada-e-matos/","True","False","True","False","41.088061","-8.256046","Intermarché Alpendurada e Matos","Rua da Cachorrela, nº 345","Alpendorada e Matos","4575-003 Marco de Canaveses","superalpe@hotmail.com","Segunda a Domingo: 9h00 às 21h00 - ","255618120",FALSE
"Intermarché Super Amarante","8916","Amarante","https://www.intermarche.pt/lojas/porto/01425-amarante/","True","False","True","False","41.274467","-8.075155","Intermarché Amarante","Rua do Bombeiro Macieira, nº153",NA,"4600-021 Amarante","pdv01425@mousquetaires.com","Segunda a Domingo: 9h00 às 21h00 - ","255437323/4",FALSE
"Intermarché Super Arcozelo","50534","Arcozelo","https://www.intermarche.pt/lojas/porto/09486-arcozelo/","True","False","True","False","41.042604","-8.632257","Intermarché Arcozelo","Rua da Corga","Arcozelo","4410-440 Arcozelo","pdv09486@mousquetaires.com","8h00 às 21h00 - ","229761130",FALSE
"Intermarché Super Avintes","8910","Avintes","https://www.intermarche.pt/lojas/porto/07534-avintes/","True","False","True","True","41.110069","-8.552375","Intermarché Avintes","Rua Escola Central","Avintes","4430-822 Vila Nova de Gaia","pdv07534@mousquetaires.com","Segunda a sexta-feira: 8h30 às 20h30 - Sábado: 8h00 às 20h30 - Domingo: 8h00 às 20h00 - ","227 832 515",FALSE
"Intermarché Contact Canelas","8904","Canelas","https://www.intermarche.pt/lojas/porto/07825-canelas/","True","False","True","False","41.076508","-8.601179","Intermarché Canelas","Rua Delfim Lima, Canelas - Vila Nova de Gaia","Canelas","4410-228 Vila Nova de Gaia","pdv07825@mousquetaires.com","8h00 às 21h00 - ","227536050",FALSE
"Intermarché Super Carvalhos","8911","Carvalhos","https://www.intermarche.pt/lojas/porto/06797-carvalhos/","True","False","True","False","41.057623","-8.565977","Intermarché Carvalhos","Rua da Voltinha - Pedroso","Carvalhos","4415-369 Vila Nova de Gaia","pdv06797@mousquetaires.com","8h00 às 21h00 - ","227860260",FALSE
"Intermarché Super Ermesinde","8915","Ermesinde","https://www.intermarche.pt/lojas/porto/07872-ermesinde/","True","False","True","False","41.214329","-8.55089","Intermarché Ermesinde","Rua Gil Vicente Nº 75","Ermesinde","4445-451 Ermesinde","pdv07872@mousquetaires.com","Segunda a domingo: 8h30 – 21h00 - ","229785000",FALSE
"Intermarché Super Jovim","8913","Jovim","https://www.intermarche.pt/lojas/porto/05943-jovim/","True","False","True","False","41.117361","-8.510175","Intermarché Jovim","Rua das Broas nº 40","Jovim","4510-019 Gondomar","interjovim@gmail.com","Segunda a domingo: 9h00 às 20h00 - ","224507530",FALSE
"Intermarché Super Lordelo ","25516","Lordelo ","https://www.intermarche.pt/lojas/porto/08191-lordelo/","False","False","True","False","41.2373275","-8.4147382","Intermarché Lordelo ",NA,NA,NA,NA,NA,NA,NA
"Intermarché Super Lousada","8906","Lousada","https://www.intermarche.pt/lojas/porto/09061-lousada/","False","False","False","True","41.272611","-8.279375","Intermarché Lousada","Rua Palmira Meireles, nº 95 - Silvares","Lousada","4620-688 Lousada","pdv09061@mousquetaires.com","Segunda a Domingo: 8h30 às 20h30 - ","255820160",FALSE
"Intermarché Super Marco de Canaveses","8918","Marco de Canaveses","https://www.intermarche.pt/lojas/porto/01210-marco-de-canaveses/","True","False","True","True","41.174444","-8.151389","Intermarché Marco de Canaveses","Avenida Futebol Clube do Porto","Marco de Canaveses","4634-909 Marco de Canaveses","distrimarco@iol.pt","Segunda a Domingo: 9h00 às 21h00 - ","255534681",FALSE
"Intermarché Contact Oliveira do Douro (Encerrado Temporariamente)","8908","Oliveira do Douro (Encerrado Temporariamente)","https://www.intermarche.pt/lojas/porto/07936-oliveira-do-douro/","False","False","False","False","41.122495","-8.590067","Intermarché Oliveira do Douro (Encerrado Temporariamente)","Rua Professor José Bonaparte 609","Oliveira do Douro","4430-438 Vila Nova de Gaia","pdv07936@mousquetaires.com","Segunda a Domingo: 9h00 às 21h00 - ","223746860",FALSE
"Intermarché Super Paços de Ferreira","8922","Paços de Ferreira","https://www.intermarche.pt/lojas/porto/76116-pacos-de-ferreira/","True","False","True","False","41.280321","-8.393256","Intermarché Paços de Ferreira","Av. Dr.Jaime Barros, nº40 - Meixomil","Paços de Ferreira","4595-225 Paços de Ferreira","intermarchepacos@gmail.com","Segunda a Domingo: 8h30 às 21h00 - ","255862442",FALSE
"Intermarché Super Paredes","8923","Paredes","https://www.intermarche.pt/lojas/porto/06004-paredes/","True","True","True","True","41.200258","-8.347203","Intermarché Paredes","Rua Central de Mouriz","Paredes","4580-590 Paredes","sodiparedes@gmail.com","Segunda a Domingo: 8h30 às 21h00 - ","255780500",FALSE
"Intermarché Super Penafiel","8924","Penafiel","https://www.intermarche.pt/lojas/porto/76112-penafiel/","True","True","True","True","41.21538165","-8.285155","Intermarché Penafiel","Quinta do Sardoal","Penafiel","4560-907 Penafiel","intermarche.pnf@gmail.com","Segunda a Domingo: 8h30 às 21h00 - ","255710320",FALSE
"Intermarché Contact Termas de S. Vicente/Penafiel","8903","Termas de S. Vicente/Penafiel","https://www.intermarche.pt/lojas/porto/03946-termas-de-s-vicente-penafiel/","True","True","True","False","41.125337","-8.294155","Intermarché Termas de S. Vicente/Penafiel","Av. São Miguel - S. Miguel de Paredes","Termas de S. Vicente/Penafiel","4575-304 Marco de Canaveses","pdv03946@mousquetaires.com","Segunda a domingo: 9h00 às 21h00 - ","255617420",FALSE
"Intermarché Super Trofa","8909","Trofa","https://www.intermarche.pt/lojas/porto/06789-trofa/","False","False","True","True","41.33045","-8.564393","Intermarché Trofa","Lugar das Pateiras - Santiago de Bougado","Trofa","4785-344 Trofa","intertrofa@gmail.com","Todos os dias: 8h30 – 21h00 - ","252411981",FALSE
"Intermarché Super Valongo","8914","Valongo","https://www.intermarche.pt/lojas/porto/9476-valongo/","True","True","True","True","41.183561","-8.481199","Intermarché Valongo","Travessa António Augusto Castro Pauperio lote 36","Valongo","4440-007 Valongo","pdv09476@mousquetaires.com","Segunda a domingo: 8h30 às 21h00 - ","224219830",FALSE
"Intermarché Super Várzea","8917","Várzea","https://www.intermarche.pt/lojas/porto/03605-varzea/","True","False","True","False","41.356528","-8.189933","Intermarché Várzea","Rua do F.C.Felgueiras, N288","Várzea","4610-808 Felgueiras","distrifelgueiras@sapo.pt","Segunda a Domingo: 8h30 às 21h00 - ","255313042",FALSE
"Intermarché Super Vila das Aves","8919","Vila das Aves","https://www.intermarche.pt/lojas/porto/06381-vila-das-aves/","True","False","True","False","41.36524","-8.40153","Intermarché Vila das Aves","Rua Narciso Jose Machado Guimarães, 637","Vila das Aves","4796-089 Santo Tirso","interviladasaves@gmail.com","Segunda a domingo: 9h00 às 21h00 - ","252870030",FALSE
"Intermarché Super Vila Nova da Telha","8920","Vila Nova da Telha","https://www.intermarche.pt/lojas/porto/07826-vila-nova-da-telha/","True","False","True","False","41.249889","-8.665139","Intermarché Vila Nova da Telha","Rua da Fabrica nº 274","Vila Nova da Telha","4470-768 Maia","pdv07826@mousquetaires.com","De segunda a domingo: 8h30 às 20h30 - ","229435740",FALSE
"Intermarché Super Abrantes ","8936","Abrantes ","https://www.intermarche.pt/lojas/santarem/03622-abrantes/","True","True","True","True","39.475012","-8.192641","Intermarché Abrantes ",NA,NA,NA,NA,NA,NA,NA
"Intermarché Contact Alcanede","49006","Alcanede","https://www.intermarche.pt/lojas/santarem/09452-alcanede/","True","False","True","True","39.420394","-8.825405","Intermarché Alcanede","Rua da Feira de Alcanede - Edifício Intermarché","Alcanede","2025-057","pdv09452@mousquetaires.com","Segunda a Domingo: 8h30 às 20h00 - ","243 247 880",TRUE
"Intermarché Super Alcanena","8940","Alcanena","https://www.intermarche.pt/lojas/santarem/08994-alcanena/","True","False","True","False","39.463056","-8.6575","Intermarché Alcanena","Avenida Marquês de Pombal","Lugar do Peral","2380-180 Alcanena","superalcanena@gmail.com","Segunda a domingo: 8h30 às 21h00 - ","249887130",FALSE
"Intermarché Super Almeirim","8934","Almeirim","https://www.intermarche.pt/lojas/santarem/76105-almeirim/","False","False","False","False","39.195969","-8.625331","Intermarché Almeirim","Zona Industrial Rua A lote 1, 2 e 3","Almeirim","2080-221 Almeirim","supertejo@sapo.pt","Segunda a Domingo: 8h30 às 20h30 - ","243594370",FALSE
"Intermarché Contact Alpiarça","8927","Alpiarça","https://www.intermarche.pt/lojas/santarem/06892-alpiarca/","True","False","True","False","39.268423","-8.574909","Intermarché Alpiarça","Horta da Torre - Terra da Eira","Alpiarça","2090-105 Alpiarça","pdv06892@mousquetaires.com","Segunda a domingo: 9h00 às 20h30 - ","243559260",FALSE
"Intermarché Super Benavente","8941","Benavente","https://www.intermarche.pt/lojas/santarem/76137-benavente/","True","True","True","False","38.960889","-8.81925","Intermarché Benavente","EN 118 Fazendas Novas","Benavente","2130-104 Benavente","pdv76137@mousquetaires.com","Inverno: 9h00 as 20h00 - Verão: 9h00 as 21h00 - ","263518160",FALSE
"Intermarché Super Cartaxo","8937","Cartaxo","https://www.intermarche.pt/lojas/santarem/01620-cartaxo/","True","False","True","False","39.160271","-8.793611","Intermarché Cartaxo","Avenida Mestre Cid","Cartaxo","2070-012 Cartaxo","pdv01620@mousquetaires.com","Segunda a Domingo: 9h00 às 21h00 - ","243779750",FALSE
"Intermarché Contact Chamusca","8928","Chamusca","https://www.intermarche.pt/lojas/santarem/05175-chamusca/","True","True","True","False","39.367073","-8.473149","Intermarché Chamusca","EN 118 km 99","Chamusca","2140-011 Chamusca","pdv05175@mousquetaires.com","Segunda a domingo: 9h00 às 21h00 (verão) - Segunda a domingo: 9h00 às 20h30 (inverno) - ","249760868",FALSE
"Intermarché Super Coruche","8938","Coruche","https://www.intermarche.pt/lojas/santarem/09935-coruche/","True","False","True","False","38.965013","-8.534249","Intermarché Coruche","Quinta de São José - Casal dos Ossos","Coruche","2100-027 Coruche","pdv09935@mousquetaires.com","Segunda a Domingo: 8h30 às 20h30 - ","243617810",FALSE
"Intermarché Contact Ferreira do Zêzere","8929","Ferreira do Zêzere","https://www.intermarche.pt/lojas/santarem/03836-ferreira-do-zezere/","True","False","True","False","39.694985","-8.302139","Intermarché Ferreira do Zêzere","AV. 13 Junho - Matana","Ferreira do Zêzere","2240-368 Ferreira do Zêzere","mecasupermercados@hotmail.com","Verão: 9h00 às 21h00 - Inverno: Segunda a Sábado: 9h00 às 20h00 - Inverno: Domingo e Feriados: 9h00 às 19h00 - ","249360030",FALSE
"Intermarché Super Golegã","8942","Golegã","https://www.intermarche.pt/lojas/santarem/07833-golega/","True","True","True","True","39.411455","-8.487965","Intermarché Golegã","Lugar da Serradora, EN 243","Golegã","2150 - 123 Golegã","pdv07833@mousquetaires.com","Segunda a Domingo: 8h30 às 20h30 - ","249976336",TRUE
"Intermarché Contact Mação","8925","Mação","https://www.intermarche.pt/lojas/santarem/04949-macao/","False","False","False","False","39.549556","-8.003833","Intermarché Mação","Rua das Lamas nº 150","Mação","6120-786 Mação","pdv04949@mousquetaires.com","Segunda a Domingo: 9h00 às 20h00 - ","241571434",FALSE
"Intermarché Contact Marinhais","8926","Marinhais","https://www.intermarche.pt/lojas/santarem/02059-marinhais/","True","False","True","False","39.049003","-8.709766","Intermarché Marinhais","Estrada Nacional 367","Marinhais","2125-120 Salvaterra de Magos","pdv02059@mousquetaires.com","De Segunda a Sexta- feira: 9h às 20h - Fim de semana e Feriados: 8h30 às 20h - ","263596924",FALSE
"Intermarché Contact Minde","8930","Minde","https://www.intermarche.pt/lojas/santarem/09942-minde/","True","False","True","False","39.518889","-8.698889","Intermarché Minde","Av. de São Sebastião Traz do Lagar","Minde","2395-104 Alcanena","pdv09942@mousquetaires.com","Segunda a Domingo: 9h00 às 20h00 - ","249848020",FALSE
"Intermarché Super Ourém","8943","Ourém","https://www.intermarche.pt/lojas/santarem/76110-ourem/","True","False","True","True","39.653796","-8.591502","Intermarché Ourém","Rua dos Namorados - C.C Vila Shopping loja 13","Ourém","2490-339 Ourém","supernove.ourem@gmail.com","Todos os dias: 9h00 às 21h00 - ","249544415",FALSE
"Intermarché Super Rio Maior","8939","Rio Maior","https://www.intermarche.pt/lojas/santarem/03507-rio-maior/","True","True","True","False","39.341482","-8.939705","Intermarché Rio Maior","Av. de Portugal","Rio Maior","2040-349 Rio Maior","pdv03507@mousquetaires.com","8h30 às 21h00 (verão) - 8h30 às 20h30 (inverno) - ","243999800",FALSE
"Intermarché Contact Salvaterra de Magos","8931","Salvaterra de Magos","https://www.intermarche.pt/lojas/santarem/05985-salvaterra-de-magos/","True","False","True","False","39.026082","-8.785625","Intermarché Salvaterra de Magos","Quinta da Pinheiroca - Estrada do Rego","Salvaterra de Magos","2120-064 Salvaterra de Magos","pdv05985@mousquetaires.com","De Segunda a Sexta- feira: 9h às 20h30 - Fim de semana e Feriados: 8h30 às 20h30 - ","263509200",FALSE
"Intermarché Super Samora Correia","44465","Samora Correia","https://www.intermarche.pt/lojas/santarem/09023-samora-correia/","True","True","True","False","38.937613","-8.858474","Intermarché Samora Correia","Quinta do Belo Jardim","Samora Correia","2135-339 Samora Correia","pdv09023@mousquetaires.com","Todos os dias: 8h30 – 21h00 - ","263247032",FALSE
"Intermarché Super Tomar","8935","Tomar","https://www.intermarche.pt/lojas/santarem/08058-tomar/","True","False","True","False","39.610407","-8.397006","Intermarché Tomar","Quinta das Gorduchas","Tomar","2300-394 Tomar","pdv08058@mousquetaires.com","Segunda a Domingo: 9h00 às 21h00 - ","249320080",FALSE
"Intermarché Super Torres Novas","8944","Torres Novas","https://www.intermarche.pt/lojas/santarem/02486-torres-novas/","True","False","True","False","39.470502","-8.534605","Intermarché Torres Novas","Cancela do Leão, lote 1","Torres Novas","2350-433 Torres Novas","itmsupertorres@gmail.com","Segunda a Sábado: 8h30 – 21h00 - Domingo: 8h30 - 20h00 - ","249830070",FALSE
"Intermarché Contact Tramagal","8932","Tramagal","https://www.intermarche.pt/lojas/santarem/05906-tramagal/","True","False","True","False","39.447441","-8.255385","Intermarché Tramagal","Estrada nacional, nº 118","Tramagal","2206-906 Abrantes","supertramagal2013@gmail.com","Segunda a Sexta: 9h00 às 20h00 - Sábado e Feriados: 9h00 às 19h00 - Domingo: 9h00 às 13h30 - ","241897298",FALSE
"Intermarché Contact Vila Nova  da Barquinha","8933","Vila Nova  da Barquinha","https://www.intermarche.pt/lojas/santarem/07550-vila-nova-da-barquinha/","True","True","True","False","39.461833","-8.452","Intermarché Vila Nova  da Barquinha","Rua Capitão Salgueiro Maia, Edificío Intermarché","Vila Nova  da Barquinha","2260-418 Vila Nova da Barquinha","interbarquinha@gmail.com","Todos os dias: 9h00 às 21h00 - ","249720810",FALSE
"Intermarché Super Alcácer do Sal","8949","Alcácer do Sal","https://www.intermarche.pt/lojas/setubal/07849-alcacer-do-sal/","True","True","True","False","38.381004","-8.514122","Intermarché Alcácer do Sal","Cerrado das Majapoas Santa Maria do Castelo","Alcácer do Sal","7580-054 Alcácer do Sal","pdv07849@mousquetaires.com","Inverno: 8h30 às 20h30 - Verão: 8h30 às 21h00 - ","265612200",FALSE
"Intermarché Super Alcochete","8950","Alcochete","https://www.intermarche.pt/lojas/setubal/01820-alcochete/","True","False","True","False","38.751184","-8.95701","Intermarché Alcochete","Rua do Láparo S/N","Alcochete","2890-110 Alcochete","pdv01820@mousquetaires.com","Inverno: 9h00 às 20h00 - Verão: 9h00 às 20h30 - ","212342359",FALSE
"Intermarché Super Alhos Vedros","61591","Alhos Vedros","https://www.intermarche.pt/lojas/setubal/09700-alhos-vedros/","False","False","True","True","38.653917","-9.026667","Intermarché Alhos Vedros","Rua Antónia da Silveira e Travessa do Mercado","Alhos Vedros","2860-043 Alhos Vedros","pdv09700@mousquetaires.com","Segunda a Domingo: 08h30 às 21h00 - ","212 496 156",FALSE
"Intermarché Super Azeitão","8946","Azeitão","https://www.intermarche.pt/lojas/setubal/08163-azeitao/","False","False","False","False","38.519678","-9.018202","Intermarché Azeitão","Rua Poeta Sebastião da Gama, 30/32 . Vila Nogueira de Azeitão","Azeitão","2925-589 Setúbal","pdv08163@mousquetaires.com","Segunda a Domingo: 9h00 às 21h00 - ","212199560",FALSE
"Intermarché Super Charneca da Caparica","8947","Charneca da Caparica","https://www.intermarche.pt/lojas/setubal/06876-charneca-da-caparica/","True","True","True","False","38.631583","-9.177428","Intermarché Charneca da Caparica","Estrada da Carcereira, nº22 - Vale Fetal","Charneca da Caparica","2820-246 Almada","sodisobreda@gmail.com","Todos os dias: 9h00 às 21h00 - ","212549150",FALSE
"Intermarché Super Fernão Ferro","50052","Fernão Ferro","https://www.intermarche.pt/lojas/setubal/09461-fernao-ferro/","True","False","True","False","38.562814","-9.074145","Intermarché Fernão Ferro","Rua da Casa Branca","Fernão Ferro","2865-015 Fernão Ferro","pdv09461@mousquetaires.com","Segunda a Sexta: 8h30 – 21h00 - Sábado e Domingo: 8h30 – 19h00 - ","210544960",FALSE
"Intermarché Super Moita","8951","Moita","https://www.intermarche.pt/lojas/setubal/07380-moita/","False","False","True","True","38.646647","-8.993598","Intermarché Moita","Rua da Classe Operaria - Quinta de Santa Rosa","Moita","2860-050 Moita","intervedros@gmail.com","Segunda a Domingo: 9h00 às 21h00 - ","212899590",FALSE
"Intermarché Super Montijo","8952","Montijo","https://www.intermarche.pt/lojas/setubal/06985-montijo/","True","False","True","False","38.710833","-8.964444","Intermarché Montijo","Rua Damião de Gois n 70","Montijo","2870-224 Montijo","pdv06985@mousquetaires.com","Segunda a Domingo: 9h00 às 20h30 - ","212324400",FALSE
"Intermarché Super Palmela","8948","Palmela","https://www.intermarche.pt/lojas/setubal/06848-palmela/","False","False","False","True","38.575277","-8.888277","Intermarché Palmela","Cabeça do Velhinho- Vale de Benções","Palmela","2950-439 Palmela","pdv06848@mousquetaires.com","Segunda a Domingo: 9h00 às 20h30 - ","212337070",TRUE
"Intermarché Super Pinhal Novo","8953","Pinhal Novo","https://www.intermarche.pt/lojas/setubal/05032-pinhal-novo/","True","False","True","False","38.635367","-8.899421","Intermarché Pinhal Novo","Lagoa da palha","Pinhal Novo","2955-009 Palmela","pdv05032@mousquetaires.com","Segunda a Domingo: 8h30 às 21h00 - ","212362215",FALSE
"Intermarché Contact Santiago do Cacém","8954","Santiago do Cacém","https://www.intermarche.pt/lojas/setubal/07080-santiago-do-cacem/","True","True","True","False","38.008121","-8.693251","Intermarché Santiago do Cacém","Lugar do Fidalgo","Santiago do Cacém","7540-113 Santiago do Cacém","pdv07080@mousquetaires.com","Segunda a Domingo: 9h00 às 21h00 - ","269827144",FALSE
"Intermarché Super Sesimbra","25768","Sesimbra","https://www.intermarche.pt/lojas/setubal/08190-sesimbra/","False","True","False","False","38.464547","-9.098295","Intermarché Sesimbra","Avenida Sérgio Vieira de Mello","Santana - Sesimbra","2970-187 Sesimbra","pdv08190@mousquetaires.com","Segunda a Domingo: 8h30 às 21h00 - ","210521620",FALSE
"Intermarché Super Setúbal","8955","Setúbal","https://www.intermarche.pt/lojas/setubal/07096-setubal/","True","False","True","True","38.537555","-8.858101","Intermarché Setúbal","Estrada nacional N10 km42,80 - Poço Mouro","Setúbal","2910-298 Setúbal","supersetubal@gmail.com","Segunda a Domingo: 8h30 às 21h00 - ","265720460",TRUE
"Intermarché Super Sines","8956","Sines","https://www.intermarche.pt/lojas/setubal/07839-sines/","True","True","True","True","37.965333","-8.858544","Intermarché Sines","Nó Rodoviário - Entrada de Sines","Sines","7520-001 Sines","pdv07839@mousquetaires.com","Segunda a Domingo: 9h00 às 21h00 - ","269636972",FALSE
"Intermarché Super Vila Nova de Santo André","8957","Vila Nova de Santo André","https://www.intermarche.pt/lojas/setubal/07840-vila-nova-de-santo-andre/","True","True","True","False","38.065305","-8.781828","Intermarché Vila Nova de Santo André","Bairro da Petrogal, Lote A1","Vila Nova de Santo André","7500-120 Vila Nova de Santo André","pdv07840@mousquetaires.com","Segunda a Domingo: 9h00 às 21h00 - ","269708630",FALSE
"Intermarché Super Âncora","8961","Âncora","https://www.intermarche.pt/lojas/viana-do-castelo/08578-ancora/","True","False","True","False","41.801625","-8.857337","Intermarché Âncora","Poço do Linho - EN 13","Vila Praia de Âncora","4910-011 Vila Praia de Âncora","pdv08578@mousquetaires.com","Segunda a Domingo: 9h00 às 20h00 - ","258959140",FALSE
"Intermarché Super Arcos de Valdevez","8962","Arcos de Valdevez","https://www.intermarche.pt/lojas/viana-do-castelo/06072-arcos-de-valdevez/","False","True","True","False","41.814234","-8.418717","Intermarché Arcos de Valdevez","Lugar de Ataúde - Paçô","Arcos de Valdevez","4970-235 Arcos de Valdevez","pdv06072@mousquetaires.com","Segunda a Domingo: 9h00 às 21h00 - ","258480090",FALSE
"Intermarché Super Areosa","8963","Areosa","https://www.intermarche.pt/lojas/viana-do-castelo/06571-areosa/","True","False","True","False","41.724191","-8.858874","Intermarché Areosa","Av. Além Rio, Bouça do Empaio","Areosa","4900-580 Viana do Castelo","superareosa@hotmail.com e pdv06571@mousquetaires.com","Segunda a Domingo: 9h00 às 20h00 - ","258808090",FALSE
"Intermarché Contact Melgaço","8958","Melgaço","https://www.intermarche.pt/lojas/viana-do-castelo/05372-melgaco/","True","False","True","False","42.10952","-8.261194","Intermarché Melgaço","Lugar do Galvão","Melgaço","4960-513 Melgaço","supermelgaco@sapo.pt","Segunda a Domingo: 9h00 às 20h00 - ","251400550",FALSE
